[('mlp', MLPClassifier(max_iter=10000, random_state=0))]0SVMRBF,0.7347549569771792,0.6433272627469887,0.5982255033000665,0.5499304610179127,0.8458183909757863,0.619957179538651,4,0.7496260284218399,0.67647246331498,0.6106139223311989,0.5739776157823528,0.8828736827109789,0.6418582447617616
0RF,0.732697343808455,0.6342591950784237,0.6022792397958026,0.5480015439736359,0.8347788636002931,0.6178556768988513,50,0.7466342557965595,0.6773307652558657,0.618698656064944,0.5700570596128198,0.8950061535563455,0.646688458273066
0MLP,0.7319491208380098,0.6363189796101972,0.5987525778694028,0.5463627926533969,0.8712556848240167,0.6169644618265393,200,0.7481301421091997,0.6686507776764032,0.6053843868248889,0.5711076107496668,0.9071375956978391,0.6354467322761309
[('mlp', MLPClassifier(max_iter=10000, random_state=0)), ('pls', OneVsRestClassifier(estimator=PLS()))]0SVMRBF,0.7343808454919566,0.6420965904709183,0.5974678252917474,0.5492404194383247,0.8629314672222269,0.6189788100683227,1,0.74981301421092,0.6785675589106637,0.6077318639993132,0.5738993743087989,0.8838536936092639,0.6411992730173257
0RF,0.7282080059857837,0.6297625505664441,0.6052707860825071,0.5422433288291442,0.845629044777962,0.6172738220345269,100,0.7479431563201197,0.6800572543491742,0.6198047494187336,0.5723935880316678,0.8987237657401724,0.648534559669369
0MLP,0.7338196782641228,0.638671966271299,0.5960991747879452,0.5485467161944897,0.8748272218718814,0.6166516521076502,100,0.75,0.6705638665275419,0.6190040745811993,0.5756070121781318,0.9068903782599174,0.6437532330256195
[('mlp', MLPClassifier(max_iter=10000, random_state=0)), ('pls', OneVsRestClassifier(estimator=PLS())), ('rf', RandomForestClassifier(random_state=0))]0SVMRBF,0.7353161242050131,0.644293132112422,0.5994973269399091,0.5518990724459598,0.8642463680995109,0.6210885566069254,32,0.7485041136873598,0.6700358951654918,0.6107241910639813,0.5724850243486941,0.8850664992803864,0.639006687448344
0RF,0.7310138421249532,0.6348111496365152,0.6089392450439364,0.5466392183079324,0.8519205312576495,0.6216061098086317,200,0.75018698578908,0.6792448645904949,0.6218716650205703,0.5763917504591123,0.8998063880483927,0.649293318909459
0MLP,0.7351290684624018,0.6405909037436412,0.5985539974449232,0.5512027862849251,0.877931306736262,0.6188594179661077,50,0.7490650710545999,0.6662345872984732,0.6236534707404594,0.5746732255495217,0.9044243638584414,0.6442411961356252
[('mlp', MLPClassifier(max_iter=10000, random_state=0)), ('pls', OneVsRestClassifier(estimator=PLS())), ('rf', RandomForestClassifier(random_state=0)), ('et', ExtraTreesClassifier(random_state=0))]0SVMRBF,0.7353161242050131,0.6466824271803743,0.6014879555259093,0.5519634742619602,0.8660754701108418,0.6232669776315113,16,0.7490650710545999,0.6731370926408689,0.6108843295866326,0.5732669285654589,0.8853648176806802,0.64050162160761
0RF,0.732697343808455,0.6402282667370924,0.6135372770696139,0.5499400051362497,0.8520451414084328,0.6265986641876209,200,0.75018698578908,0.6792448645904949,0.6218716650205703,0.5763917504591123,0.8998063880483927,0.649293318909459
0MLP,0.7366255144032922,0.6424820722227566,0.596587776262404,0.5531705728381467,0.8765346527761088,0.6186849776458362,100,0.75,0.6705638665275419,0.6190040745811993,0.5756070121781318,0.9068903782599174,0.6437532330256195
